metro,state,year,AG,ENT,CON,SOC,FIN,INF,MAN,MIN,BUS,RET,TRA,UTL,WHO,GOV,NAT,TOT
,,2005,13,487,895,1347,2818,670,2921,18,2897,1117,159,295,742,5007,22,92846
,,2006,21,492,771,1358,2918,680,3081,14,2932,1083,201,434,820,4974,29,94637
,,2007,27,535,745,1400,2884,637,2935,8,2936,1080,257,503,854,4889,32,94265
,,2008,28,533,711,1426,2955,608,3078,8,2922,1067,308,380,878,4967,33,95596
,,2009,33,513,554,1513,3063,580,3087,10,2721,998,323,434,916,4986,40,95252
,,2010,24,501,468,1535,3371,661,3058,8,2858,950,338,422,965,4890,30,97444
,,2011,24,474,382,1590,3307,697,2499,8,2527,950,359,495,884,4948,29,92824
,,2012,32,460,315,1578,3438,752,1705,8,2339,972,291,359,806,5023,37,88027
,,2013,32,471,300,1527,3038,798,2231,6,2437,995,331,418,838,5307,35,90394
,,2014,3,486,310,1568,2803,815,2358,3,2474,978,374,345,809,5136,44,89242
,,2015,28,492,313,1628,2483,729,2214,6,2543,897,383,291,824,5326,31,86323
,,2016,42,522,311,1627,2544,799,2425,6,2627,985,358,321,797,5399,46,89451
Anniston-Oxford-Jacksonville, AL ,2004,3,114,128,214,253,97,545,3,171,278,51,108,223,845,24,14644
,,2005,3,119,111,230,232,100,546,3,190,288,78,106,224,951,19,15087
,,2006,3,122,110,239,231,108,551,3,231,293,85,97,266,991,21,15718
,,2007,3,131,118,251,246,126,659,3,248,291,86,100,282,1032,23,17010
,,2008,3,131,115,254,250,108,637,3,263,305,94,98,304,1119,31,17520
,,2009,3,127,123,262,227,121,621,3,265,315,100,103,315,1155,22,17670
,,2010,3,129,120,261,217,133,650,3,335,317,86,103,322,1213,20,18374
,,2011,3,126,105,263,231,127,721,3,342,314,81,96,329,1168,20,18557
,,2012,3,121,95,274,241,126,573,3,338,300,64,95,251,1179,25,17313
,,2013,3,123,84,270,253,127,627,3,356,310,72,105,260,1127,24,17862
,,2014,3,123,77,270,261,119,604,3,350,306,71,104,274,1105,17,17781
,,2015,3,121,73,261,263,105,645,3,353,304,68,96,243,1012,17,17437
,,2016,3,129,73,263,271,110,690,3,300,333,66,98,186,932,20,17176
Appleton, WI ,2004,3,248,851,631,1361,287,2391,3,560,672,3,3,3,793,3,42689
,,2005,3,249,793,657,1260,294,2349,3,598,710,3,3,574,819,230,41354
,,2006,3,274,920,686,1330,276,2407,3,658,755,3,3,610,857,262,43929
,,2007,3,291,919,749,1451,303,2522,3,695,755,3,3,618,870,246,46797
,,2008,3,285,892,733,1574,325,2482,3,758,748,3,3,612,900,259,49165
,,2009,3,290,788,753,1553,324,2599,3,778,741,3,3,619,902,249,49617
,,2010,3,287,761,782,1716,355,2596,3,805,728,3,3,628,927,240,51420
,,2011,3,276,683,837,1578,409,2366,3,838,681,3,3,743,950,196,50026
,,2012,3,265,594,853,1758,401,2425,3,781,666,3,3,656,971,160,45986
,,2013,3,273,595,830,1727,446,2223,3,817,677,3,3,682,988,223,47282
,,2014,3,294,610,857,1754,441,2324,3,852,675,3,3,678,971,205,49229
,,2015,3,303,648,920,1680,452,2435,3,862,652,3,3,692,993,199,50865
,,2016,3,306,563,908,1743,455,2504,3,908,676,3,3,735,983,203,51687
Asheville, NC ,2004,3,667,1080,1450,1434,185,3,3,816,959,3,3,3,1755,167,47062
,,2005,3,708,1000,1501,1731,209,2080,3,857,962,3,3,3,1734,3,50631
,,2006,3,732,962,1554,1867,214,2051,3,895,1020,3,3,3,1772,3,51661
,,2007,3,756,1001,1637,1951,231,2233,3,948,1030,3,3,3,1790,3,55456
,,2008,3,753,1009,1696,2048,257,2252,3,965,1097,3,3,3,1796,3,57313
,,2009,3,794,985,1750,2049,258,2544,3,1025,1128,3,3,3,1855,3,59722
,,2010,3,831,1009,1748,1985,294,2488,3,1068,1113,3,3,618,1886,126,61834
,,2011,3,795,866,1832,2411,307,2386,3,1078,1096,3,3,594,1950,137,63696
,,2012,3,744,3,1864,2773,308,2447,3,966,1063,3,3,493,1970,3,62787
,,2013,3,770,3,1877,2370,322,2659,3,999,1099,3,3,3,1963,171,59021
,,2014,3,772,586,1885,2285,326,2728,3,1037,1064,3,3,3,1943,3,59885
,,2015,3,804,590,1965,2473,317,2649,3,1078,1082,3,3,523,1877,146,63640
,,2016,95,836,572,2025,2590,323,2733,49,1114,1094,318,3,3,1836,140,68189
Athens-Clarke County, GA ,2004,3,3,302,537,636,3,1115,3,293,416,3,3,3,1704,160,22130
,,2005,3,220,300,562,645,3,1060,3,294,426,3,3,3,1765,113,22181
,,2006,3,3,306,581,667,3,1087,3,328,440,3,3,3,1801,115,22521
,,2007,3,227,305,607,685,3,1120,3,324,436,3,3,3,1768,146,24617
,,2008,3,232,310,626,3,3,1148,3,354,450,3,3,3,1814,155,25569
,,2009,3,242,301,682,778,3,1107,3,380,466,3,3,3,1786,107,26503
,,2010,3,244,271,691,788,3,1197,3,376,454,3,3,3,1780,111,27919
,,2011,3,246,237,735,933,3,1139,3,419,464,3,3,284,1725,3,28928
,,2012,3,216,201,736,938,3,1150,3,410,450,3,3,3,1797,127,27838
,,2013,3,217,180,733,954,3,1172,3,405,450,3,3,247,1806,3,28579
,,2014,3,226,181,742,1041,3,1125,3,398,442,3,3,3,1800,71,28420
,,2015,3,232,200,763,1076,3,1040,3,403,435,3,3,3,1825,112,27471
,,2016,105,235,199,780,1122,93,970,22,410,447,96,3,3,1798,125,30336
Atlanta-Sandy Springs-Roswell, GA ,2004,3,9601,3,13112,51940,3,3,3,33028,15021,3,3,3,24677,1164,901723
,,2005,3,9620,3,13731,53322,3,3,3,33087,15159,3,3,3,25794,1014,911911
,,2006,3,9570,3,14199,54790,3,3,3,34341,15813,3,3,3,26446,993,923477
,,2007,3,9769,3,14838,53599,3,24245,3,35376,15690,3,3,3,26381,1123,967476
,,2008,3,9808,3,15428,57135,3,3,3,38330,16564,3,3,3,26729,1035,991695
,,2009,3,10261,3,16340,59109,3,3,3,38694,17323,3,3,3,26650,917,1013679
,,2010,3,10056,3,16668,61911,3,25005,3,39682,16704,3,3,3,26865,892,1076982
,,2011,3,9705,3,17454,62245,24127,23472,3,40770,15820,3,3,3,26162,670,1074175
,,2012,3,8991,3,18122,63294,3,22174,3,38621,14819,3,3,3,26495,648,1019170
,,2013,3,9126,3,18028,61735,3,23668,3,39454,15062,3,3,3,26352,591,1077214
,,2014,3,9461,3,18505,63382,3,24283,3,41270,15192,3,3,3,26003,569,1035168
,,2015,3,9591,3,19020,63186,3,23605,3,43274,15447,3,3,3,25535,658,1046374
,,2016,303,9690,10186,19818,65812,25093,23954,409,44200,15655,13027,4599,26596,24860,713,1419825
Atlantic City-Hammonton, NJ ,2004,3,4283,3,956,1592,153,387,3,858,1044,228,410,340,1841,3,67664
,,2005,3,4317,997,1018,1830,171,389,3,835,1119,230,348,344,1942,79,71572
,,2006,3,4397,1017,1063,1938,171,415,3,837,1179,260,348,328,2029,73,73901
,,2007,3,4541,990,1117,1790,178,345,3,876,1131,287,362,420,2068,66,74603
,,2008,3,4439,940,1164,2061,191,329,3,1003,1140,299,340,497,2083,92,77062
,,2009,3,4392,928,1223,2297,163,309,3,923,1111,321,296,437,2129,143,77716
,,2010,3,4022,878,1216,2102,182,320,3,918,1085,297,315,3,2157,3,59786
,,2011,3,3782,755,1243,2078,176,329,3,956,953,216,302,468,2207,107,71258
,,2012,3,3337,581,1259,2258,167,257,3,863,874,212,201,3,2229,3,54549
,,2013,3,3254,552,1256,2321,164,233,3,878,859,192,382,396,2209,110,67263
,,2014,3,3066,671,1292,2201,149,233,3,863,840,178,370,408,2165,103,65490
,,2015,3,3043,593,1311,2279,146,227,3,852,834,171,405,3,2158,3,53354
,,2016,3,2924,566,1329,2257,158,214,3,866,880,169,408,352,2134,104,64879
Auburn-Opelika, AL ,2004,13,118,180,145,469,38,378,16,141,258,53,49,76,884,24,13322
,,2005,16,126,185,147,474,47,399,11,150,271,48,56,85,912,26,13885
,,2006,17,136,167,149,465,47,426,12,153,252,93,58,104,959,28,14404
,,2007,3,152,181,156,442,51,538,3,173,267,101,54,108,1037,29,15643
,,2008,16,153,183,160,485,59,554,15,191,292,112,42,121,1048,28,16516
,,2009,22,161,180,169,479,66,615,14,203,293,125,50,142,1024,34,17182
,,2010,19,163,188,173,486,79,593,16,214,300,119,59,140,1060,33,17398
,,2011,13,160,180,190,614,68,573,15,223,308,124,50,138,1069,25,18088
,,2012,17,154,172,203,644,66,497,16,216,300,111,53,118,1084,30,17720
,,2013,12,161,157,200,736,70,502,17,236,314,115,63,128,1088,26,18643
,,2014,13,170,162,205,790,69,582,13,269,311,122,57,118,1116,23,19555
,,2015,16,170,165,206,771,67,578,12,290,316,136,49,111,1128,26,19729
,,2016,15,192,161,200,801,70,658,13,303,348,136,54,116,1156,25,20828
Augusta-Richmond County, GA-SC ,2004,3,527,1417,1244,2262,3,2973,3,2608,1206,3,3,3,4138,237,73346
,,2005,3,550,1321,1278,1912,3,2944,3,2656,1327,3,3,3,4225,247,74075
,,2006,3,575,1384,1336,1794,318,3053,3,2704,1343,3,3,3,4320,3,75628
,,2007,3,610,1349,1428,1691,352,3031,3,2595,1338,3,3,3,4304,3,72638
,,2008,3,619,1319,1455,1689,3,2943,3,2603,1378,3,3,3,4415,272,77093
,,2009,3,623,1273,1443,1708,3,2920,3,2286,1366,3,3,3,4494,272,75584
,,2010,3,615,1205,1457,1620,3,2951,3,2401,1318,3,3,3,4475,204,75084
,,2011,3,626,1101,1513,1621,465,2885,3,2539,1300,3,3,3,4437,3,73869
,,2012,3,606,1022,1531,1848,387,2708,3,2610,1263,3,3,3,4634,3,73480
,,2013,3,638,1019,1547,1803,402,2704,3,2965,1295,3,3,3,4640,3,77429
,,2014,3,664,1049,1569,1861,510,3,3,2804,1308,3,3,3,4606,181,74737
,,2015,3,671,1107,1613,1845,542,2669,3,2664,1253,3,3,3,4578,3,75722
,,2016,155,713,1009,1604,1951,505,3,3,2543,1250,373,3,3,4553,3,82958
Austin-Round Rock, TX ,2004,3,2602,4463,3,8930,3239,5358,1031,7661,3890,742,440,7931,10398,3,213462
,,2005,3,2658,4050,3971,8515,4201,5815,941,3,3925,707,467,6086,10989,3,209290
,,2006,3,2745,4114,4048,8985,4221,6591,3,7806,4092,694,468,6671,10988,1057,291953
,,2007,3,2909,4155,4219,8898,4401,8851,3,8180,4146,775,516,7369,10742,1054,309849
,,2008,3,2961,4254,4304,9669,4553,9559,3,8794,4502,853,505,7924,10949,1419,327251
GeoName,,Data,"  Agriculture, forestry, fishing, and hunting","  Arts, entertainment, recreation, accommodation, and food services",  Construction,"  Educational services, health care, and social assistance","  Finance, insurance, real estate, rental, and leasing",  Information,  Manufacturing,  Mining,  Professional and business services,  Retail trade,  Transportation and warehousing,  Utilities,  Wholesale trade, Government,Natural resources and mining,Total Result
Abilene, TX ,2005,4,182,245,570,365,4,235,392,238,393,4,4,301,1238,4,15603
,,2006,4,182,247,583,432,4,236,383,236,383,4,4,359,1292,4,16186
,,2007,4,183,245,613,432,4,219,408,252,402,104,157,376,1273,4,16756
,,2008,4,191,240,648,410,4,253,397,255,402,110,152,417,1264,4,17163
,,2009,61,199,249,4,425,4,268,410,264,432,111,146,353,1227,456,20599
,,2010,31,204,252,638,466,4,289,489,4,442,117,151,377,1220,513,22207
,,2011,66,203,268,4,509,4,321,532,280,445,122,155,394,1226,582,22790
,,2012,38,205,322,651,557,4,309,602,316,447,4,4,331,1207,631,23461
,,2013,4,198,307,678,587,4,285,501,299,425,4,4,289,1232,4,17813
,,2014,4,201,274,672,562,4,281,4,300,435,4,4,296,1260,4,21546
,,2015,4,213,282,658,550,4,262,599,326,434,127,114,318,1247,4,18730
,,2016,4,224,304,664,649,4,267,787,337,447,144,148,357,1247,4,20414
,,2017,4,4,328,667,669,175,270,866,350,475,145,158,407,1220,4,22360
Akron, OH ,2005,4,944,1465,2393,3546,465,4839,4,3184,2038,4,4,1894,3608,139,132577
,,2006,4,940,1346,2446,3676,483,4953,4,3549,2087,4,4,1920,3638,167,137334
,,2007,4,951,1319,2475,3693,546,5333,4,3974,2197,4,4,2104,3648,153,136262
,,2008,4,976,1313,2564,3703,629,5809,4,3848,2360,4,4,2243,3623,185,140994
,,2009,4,949,1221,2602,3940,679,5797,4,4100,2393,818,582,2494,3608,169,153535
,,2010,23,929,1177,2710,3799,701,5857,149,4130,2261,4,4,2676,3488,168,152314
,,2011,22,926,1105,2703,3649,756,5950,175,4211,2198,840,628,2718,3473,193,152314
,,2012,21,848,983,2854,3787,776,5354,129,4618,2113,4,4,2684,3550,146,150206
,,2013,28,794,909,2824,4212,768,4362,130,4255,1919,4,4,2241,3544,154,140213
,,2014,17,815,896,2843,4223,728,4586,125,4446,1950,4,4,2365,3557,137,144853
,,2015,17,837,929,2952,4187,730,4965,120,4514,1958,4,4,2443,3478,132,147284
,,2016,17,844,990,3022,4205,720,4762,84,4602,2006,4,4,2534,3463,98,148938
,,2017,21,855,935,3084,4343,755,4611,99,4686,2059,4,4,2596,3428,117,149705
Albany-Schenectady-Troy, NY ,2005,4,1072,4,3796,4916,1258,3529,4,4519,2356,4,4,4,10337,188,154585
,,2006,4,1155,4,3889,5081,1297,3348,4,4704,2462,4,4,4,10035,175,156556
,,2007,4,1170,2153,4129,5426,1429,3083,4,4705,2717,4,4,4,9941,4,163746
,,2008,4,1222,2137,4220,5978,1598,3419,4,4648,2843,4,4,4,9835,4,169560
,,2009,4,1214,2043,4202,6119,1741,4,4,4828,2894,4,4,4,9684,178,169144
,,2010,4,1281,1924,4243,6105,1884,3933,4,4866,2831,4,4,4,9563,4,178158
,,2011,4,1291,1913,4224,4,1893,4,4,4898,2782,4,4,4,9625,162,163411
,,2012,4,1283,1971,4442,5318,1657,3791,4,5232,2741,4,4,4,9909,4,174745
,,2013,4,1213,2045,4640,6532,1738,3901,4,5055,2694,4,4,4,9976,4,178732
,,2014,4,1280,2084,4577,6375,1754,4,4,4945,2804,4,4,4,10110,153,174906
,,2015,4,1322,2103,4593,6566,1794,4,4,5022,2810,915,4,2097,9725,150,182435
,,2016,4,1361,2170,4611,6953,1740,4,4,5125,2819,936,788,2171,9568,4,188303
,,2017,57,1305,2201,4661,7067,1716,4370,134,5127,2728,4,4,4,9896,184,196698
Albany, GA ,2005,4,147,329,450,4,4,1247,4,349,366,4,4,4,1036,145,20003
,,2006,4,135,4,464,4,4,4,4,343,375,4,4,4,1047,163,18391
,,2007,4,141,4,477,4,4,4,4,338,405,4,4,4,1067,176,18341
,,2008,4,139,4,484,435,4,4,4,354,406,4,4,342,1041,138,20014
,,2009,4,141,4,494,434,4,4,4,4,419,4,4,350,1076,174,19805
,,2010,4,142,4,510,432,4,4,4,391,430,4,4,4,1068,202,18463
,,2011,4,142,4,503,453,4,4,4,363,403,4,4,4,1058,155,17968
,,2012,4,140,4,512,441,4,4,4,363,383,4,4,4,1005,174,17437
,,2013,4,137,4,526,510,4,4,4,375,365,4,4,4,1064,186,17482
,,2014,4,145,4,555,528,4,4,4,399,366,4,4,4,1074,200,17185
,,2015,4,151,4,569,464,4,4,4,376,358,4,4,4,1083,200,16984
,,2016,4,152,4,580,427,4,4,4,370,356,4,4,4,1064,239,16976
,,2017,4,151,4,577,453,117,4,4,378,334,147,4,4,1011,231,18171
Albany, OR ,2005,179,68,181,200,231,56,685,9,181,163,151,73,137,464,183,13616
,,2006,218,65,159,198,242,55,730,7,180,187,162,80,139,470,222,14994
,,2007,201,72,156,217,244,49,694,7,162,198,169,77,137,477,204,14765
,,2008,4,76,164,213,260,54,854,4,170,206,188,92,131,463,212,15857
,,2009,4,77,171,216,252,59,861,4,189,213,197,91,148,446,202,16108
,,2010,4,79,193,227,256,56,886,4,181,223,207,96,163,436,273,16881
,,2011,195,80,206,235,263,61,773,9,194,213,213,91,185,439,200,16440
,,2012,4,81,190,247,250,64,803,4,198,205,221,83,189,453,183,16172
,,2013,4,78,137,259,256,60,869,4,163,189,197,78,153,454,178,15784
,,2014,4,81,125,265,273,58,782,4,172,189,197,84,152,452,154,15086
,,2015,4,81,122,265,264,61,826,4,167,186,191,87,151,452,149,15231
,,2016,4,83,131,269,271,65,852,4,174,195,201,116,157,438,161,15787
,,2017,4,79,143,274,277,62,906,4,170,197,196,107,159,433,164,16097
Albuquerque, NM ,2005,4,1172,2142,2080,6125,4,2461,4,4654,2172,781,4,4,7835,464,130645
,,2006,4,1167,1911,2218,6272,4,2086,4,4888,2228,810,4,4,7989,453,133618
,,2007,4,1205,1955,2327,5857,4,3469,4,4917,2292,858,4,4,8017,383,140739
,,2008,4,1247,2061,2520,5898,4,5454,4,4906,2343,4,4,4,8165,215,148462
,,2009,4,1229,2272,2597,6255,1190,4843,157,5022,2338,1002,4,4,8124,4,116547
,,2010,4,1271,2402,2677,6228,1341,4411,146,5031,2415,1051,4,4,8389,4,122455
,,2011,4,1291,2358,2674,6374,4,3348,139,5021,2400,1041,4,4,8523,4,125631
,,2012,4,1249,2229,2877,6566,4,2910,4,5154,2355,1041,4,4,8770,223,154729
,,2013,4,1174,2004,2997,7047,4,3265,4,5011,2308,887,279,1603,8758,4,158844
,,2014,4,1171,1846,2960,7586,4,3510,4,4933,2255,4,4,1700,8736,4,151862
,,2015,4,1169,1726,3007,8104,4,3488,4,5006,2211,4,4,1593,8643,4,163246
,,2016,4,1199,1630,3102,7998,1877,3821,4,4880,2245,4,4,1601,8773,195,163484
,,2017,4,1235,1588,3110,8031,1715,3771,4,4822,2277,4,4,1574,8758,208,168088
Alexandria, LA ,2005,4,4,322,555,463,4,420,4,326,368,117,236,169,970,65,18819
,,2006,4,4,315,569,463,4,523,4,346,382,110,156,162,1020,72,19092
,,2007,4,127,307,595,465,103,492,4,342,408,122,4,4,1051,86,19010
,,2008,4,4,361,607,526,4,637,4,329,412,4,107,4,1059,77,19641
,,2009,4,4,348,641,452,117,732,4,370,443,4,105,4,1075,93,20747
,,2010,4,4,460,644,517,113,786,4,385,471,130,4,4,1079,113,21246
,,2011,84,133,473,661,636,122,816,28,384,473,140,4,4,1028,109,22149
,,2012,75,4,467,703,632,112,797,43,389,466,4,135,4,1045,113,21659
,,2013,102,4,428,707,633,105,749,56,379,454,4,119,4,1081,154,21335
,,2014,81,137,356,725,577,96,960,50,391,459,111,4,4,1039,127,21967
,,2015,74,141,334,724,463,91,4,4,399,468,4,142,4,1029,4,19330
,,2016,80,136,338,725,430,84,697,57,426,477,100,4,4,1007,133,20501
,,2017,4,4,347,702,427,4,643,4,424,459,105,4,4,964,124,20201
Allentown-Bethlehem-Easton, PA-NJ ,2005,4,892,1842,3162,3457,937,6903,4,2493,1870,937,1654,1399,2872,203,139371
,,2006,4,918,1718,3253,3640,883,7051,4,2602,1939,1073,1563,1423,2930,186,150517
,,2007,4,961,1713,3348,3803,1039,5203,4,3987,2082,1086,4,1491,3037,4,140953
,,2008,4,1004,1700,3515,3674,1246,4769,4,4017,2101,1139,4,1594,3111,4,142527
,,2009,4,986,1715,3573,3959,1379,4844,4,4042,2136,1246,670,1747,3169,208,143342
,,2010,4,976,4,3737,3866,1349,4962,4,4161,2132,1371,4,4,3201,213,134191
,,2011,4,1036,1447,3775,3798,1488,5008,4,4278,2061,1304,4,4,3259,236,137132
,,2012,4,993,1290,3971,3765,1749,4863,4,4117,1964,1268,4,4,3306,235,134815
,,2013,4,965,1099,4029,3918,1672,4668,4,3752,1941,1200,4,4,3334,220,134304
,,2014,4,1059,1064,4055,4220,1606,4788,4,3994,1989,1299,4,4,3366,226,140897
,,2015,4,1153,1085,4147,4374,1438,4709,4,4113,2004,1396,4,4,3263,196,145196
,,2016,4,1209,1094,4217,4354,1369,4677,4,4191,2004,1476,4,2138,3202,4,122976
,,2017,4,1249,4,4312,4526,1466,4426,4,4549,1998,1515,4,4,3204,4,145380
Altoona, PA ,2005,4,140,224,490,324,95,708,4,273,376,283,76,322,632,95,20784
,,2006,4,142,212,508,324,107,684,4,293,405,258,25,332,638,83,20679
,,2007,4,144,206,525,313,117,717,4,301,428,257,23,346,663,86,21190
,,2008,4,150,200,541,310,103,746,4,331,421,279,21,304,682,108,21249
,,2009,4,147,196,552,333,115,736,4,305,431,320,74,320,661,103,22142
,,2010,4,149,169,573,347,120,750,4,293,432,324,68,329,648,112,22349
,,2011,4,160,164,580,389,131,748,4,297,420,324,69,341,642,118,22856
,,2012,4,150,145,605,412,134,731,4,297,389,326,69,333,650,88,22573
,,2013,4,135,142,628,467,133,749,4,299,390,285,69,283,655,83,22540
,,2014,4,145,144,626,418,117,775,4,323,407,297,67,271,648,101,22644
,,2015,4,151,148,644,393,123,739,4,330,406,336,66,252,633,94,22453
,,2016,4,146,147,662,370,110,755,4,333,390,345,69,260,620,74,22285
,,2017,4,142,146,686,386,117,724,4,345,382,372,76,259,604,80,22565
Amarillo, TX ,2005,4,317,4,4,859,4,4,4,456,683,4,4,610,1276,576,30398
,,2006,4,320,4,4,830,4,4,4,497,702,4,4,4,1279,640,29083
,,2007,4,331,4,4,853,4,4,486,517,735,4,4,4,1284,4,29772
,,2008,4,330,4,4,823,4,4,486,559,731,4,4,4,1263,4,30656
,,2009,4,326,4,4,844,4,4,4,628,743,4,4,700,1260,642,33609
,,2010,4,333,4,4,874,4,4,4,714,750,4,4,714,1257,705,35207
,,2011,4,341,4,4,957,4,4,4,720,755,4,4,747,1275,722,35697
,,2012,4,341,4,4,4,4,1526,4,864,775,4,4,4,1296,653,35832
,,2013,4,327,4,4,4,4,4,4,844,776,4,4,4,1328,694,34414
,,2014,4,340,4,941,4,4,4,4,889,787,4,4,4,1333,766,35832
,,2015,4,359,4,954,991,4,4,4,888,803,4,4,4,1321,676,36036
,,2016,4,370,4,959,1001,4,4,4,926,837,4,4,4,1359,712,37419
,,2017,4,4,533,964,1006,263,1645,4,961,909,4,4,722,1353,765,47348
Ames, IA ,2005,4,115,147,184,488,59,495,4,161,185,66,38,100,1279,56,15211
,,2006,4,116,143,180,392,63,574,4,170,197,66,37,97,1270,88,15332
,,2007,4,110,138,195,473,66,635,4,190,216,4,4,103,1309,78,16343
,,2008,4,116,152,205,435,75,793,4,198,222,4,4,114,1269,94,17006
,,2009,4,115,149,216,465,83,779,4,201,218,4,4,114,1274,91,17226
,,2010,4,117,143,222,473,82,1042,4,213,213,4,4,124,1285,102,19383
,,2011,4,112,142,216,526,98,997,4,226,207,4,4,154,1246,106,19494
,,2012,4,112,147,222,542,94,1516,4,234,203,73,7,163,1264,117,22843
,,2013,4,118,135,227,523,89,1033,4,225,203,4,4,160,1298,152,20056
,,2014,4,117,143,217,569,93,1288,4,242,203,4,4,161,1294,118,21400
,,2015,4,121,140,223,596,91,1072,4,227,203,4,4,160,1279,124,20676
,,2016,4,128,143,224,580,89,790,4,263,203,4,4,176,1301,134,19199
,,2017,4,128,151,223,588,94,836,4,282,204,4,4,192,1302,99,19678
Anchorage, AK ,2005,4,672,1373,1138,2722,519,187,4,1634,1032,1859,206,722,3871,3907,92290
,,2013,310,1136,1789,2771,17001,1403,2399,36,3619,1853,808,211,2695,3317,345,205061
Detroit-Warren-Dearborn, MI ,2001,0,7174,13307,15552,42017,0,35434,0,39007,13193,0,0,0,20978,376,988255
,,2002,0,7355,12235,15798,42480,5570,38250,0,38742,13313,0,0,15351,21170,0,1119541
,,2003,0,7507,11772,15936,42605,0,39905,270,39249,13883,0,0,16200,21333,0,933735
,,2004,0,7716,11727,16455,41487,0,37576,252,38984,13477,0,0,0,20803,0,846632
,,2005,0,7720,10990,17061,42738,6883,39091,267,39380,13503,0,0,17273,21036,0,900816
,,2006,0,7664,9382,17624,42087,6694,38243,0,37263,12939,0,0,17084,20050,495,1116917
,,2007,0,7565,8237,17576,42186,7144,40479,0,35407,12360,0,0,16796,19408,357,1045838
,,2008,0,7352,6883,18215,38359,7171,33933,0,35577,11994,0,0,16573,19430,321,1020206
,,2009,0,6874,5649,18162,38876,6710,22561,0,30559,11991,0,0,13720,18936,336,910782
,,2010,0,6879,5660,17759,38667,6752,32223,0,31146,12104,0,0,14412,18775,326,966570
,,2011,0,6981,5895,17943,38836,6757,37074,0,33398,12110,0,0,0,17627,0,985083
,,2012,0,7071,6282,18009,39989,6535,40217,0,34934,12005,5620,0,0,16917,311,1013732
,,2013,0,7332,6247,17976,40127,6867,43437,0,35452,12796,5879,0,0,16486,316,1033077
Dothan, AL ,2001,0,139,297,377,345,0,479,0,201,385,0,0,290,600,134,16911
,,2002,0,134,267,405,589,0,477,0,203,412,0,0,271,619,152,18807
,,2003,0,147,249,413,600,0,497,0,239,454,0,0,0,631,142,18026
,,2004,0,153,259,434,578,0,606,0,251,470,0,0,263,632,123,19843
,,2005,0,158,248,445,631,0,0,0,259,490,0,0,0,650,140,18817
,,2006,0,158,250,469,594,0,0,0,271,485,0,0,371,643,124,19898
,,2007,0,166,246,461,563,0,563,0,261,486,0,0,352,675,104,20394
,,2008,0,153,231,478,436,0,498,0,281,480,0,0,355,665,126,19450
,,2009,0,150,233,486,455,0,455,0,257,461,0,0,285,683,111,18547
,,2010,0,153,232,487,485,0,416,0,248,471,0,0,323,692,109,19228
,,2011,0,159,221,493,490,0,380,0,257,474,0,0,332,677,86,18807
,,2012,0,159,215,497,472,0,374,0,244,473,0,0,323,675,130,18890
,,2013,0,169,211,502,499,101,391,0,237,521,0,0,330,686,147,20620
Dover, DE ,2001,0,240,282,318,1049,51,565,0,228,290,0,0,0,1772,0,21111
,,2002,0,246,0,331,1013,58,0,0,246,327,80,36,146,1886,30,21969
,,2003,0,265,0,352,1078,67,518,0,248,373,89,42,173,1864,0,23843
,,2004,0,266,0,370,1195,74,600,0,255,426,151,50,179,1828,0,25626
,,2005,0,254,0,411,1100,80,506,0,270,453,167,51,187,1922,0,25479
,,2006,0,251,339,398,1219,83,492,0,281,458,176,57,201,1872,77,26317
,,2007,0,252,304,432,1180,93,0,0,269,450,0,0,0,1968,65,24944
,,2008,0,251,253,476,1126,139,450,0,282,436,143,67,206,1981,67,26874
,,2009,0,244,200,481,1506,131,0,0,273,435,0,0,0,2032,93,26796
,,2010,0,281,187,483,1257,113,0,0,276,437,0,0,0,1983,76,24933
,,2011,0,309,184,498,1190,107,0,0,272,444,0,0,0,2035,80,25915
,,2012,0,302,176,520,1102,107,0,0,294,435,0,0,0,2044,75,24285
,,2013,0,287,201,537,1043,109,0,0,304,427,0,0,0,2032,0,24455
Dubuque, IA ,2001,57,170,158,494,477,118,923,2,179,289,90,94,179,255,59,18839
,,2002,0,175,161,524,479,149,978,0,196,298,89,89,201,259,64,19600
,,2003,0,195,173,529,532,171,950,0,182,308,100,84,221,264,64,20157
,,2004,0,203,174,544,553,207,1156,0,188,316,111,92,233,268,69,22088
,,2005,0,199,176,536,620,234,1190,0,208,308,108,85,258,276,59,22698
,,2006,0,213,163,541,595,240,1256,0,213,304,119,85,269,280,57,23402
,,2007,0,204,165,531,663,209,1219,0,271,291,110,88,289,279,56,23819
,,2008,0,208,172,545,557,209,1163,0,281,303,111,88,313,283,46,23148
,,2009,0,195,171,566,629,206,944,0,294,304,119,81,281,297,37,22201
,,2010,0,205,175,552,672,220,1009,0,356,304,136,87,304,302,56,23587
,,2011,0,210,181,555,720,216,912,0,388,306,137,90,332,297,84,23863
,,2012,0,233,193,576,783,216,1262,0,433,315,132,83,376,301,80,27015
,,2013,0,232,175,573,787,179,1177,0,408,313,139,76,368,303,98,26209
Duluth, MN-WI ,2001,0,403,552,1169,1021,220,767,0,464,697,0,0,426,1805,818,41459
,,2002,0,400,554,1308,1185,242,797,0,486,702,502,431,421,1839,949,44589
,,2003,0,410,570,1336,1299,252,856,0,486,755,508,396,426,1755,855,45478
,,2004,0,425,586,1409,1404,253,876,0,480,761,540,455,388,1745,889,46863
